stamp,M0,M1,M2,M3,M4
2018-02-02 01:10:00,3268.8618,4094.3066,3971.1394,3838.6584,3712.7087
2018-02-02 01:20:00,266.40958,371.56818,155.51103,255.4886,127.96733
2018-02-02 01:30:00,1637.1466,1298.9457,2063.9016,1903.7136,1787.4695
2018-02-02 01:40:00,-50.557278,-37.620132,-37.05114,-36.57245,-36.909267
2018-02-02 01:50:00,4602.4375,4661.5894,4639.535,4813.695,4841.705
2018-02-02 02:00:00,,,5977.7144,,6205.072
2018-02-02 02:10:00,5124.025,5021.7886,4778.778,,5047.541
2018-02-02 02:20:00,6155.3203,6184.952,6221.3535,6201.8564,6108.036
2018-02-02 02:30:00,1147.1641,1067.346,1000.5655,1094.0474,549.52136
2018-02-02 02:40:00,5944.9307,5779.816,5885.6357,5997.927,4571.908
2018-02-02 02:50:00,4866.988,4917.7236,5592.009,,5976.6885
2018-02-02 03:00:00,,,622.2825,716.84454,533.6989
2018-02-02 03:10:00,2611.087,2449.8472,2198.9033,2224.342,2114.545
2018-02-02 03:20:00,5583.5977,5634.533,5652.2134,5815.117,5895.6465
2018-02-02 03:30:00,6296.2974,6300.5728,6299.47,6302.658,6298.8384
2018-02-02 03:40:00,2284.409,2113.7751,1781.3258,2127.885,2059.1243
2018-02-02 03:50:00,466.8656,391.20474,323.18427,272.95923,218.08624
2018-02-02 04:00:00,6300.8545,6298.251,6301.216,6300.0747,6300.16
2018-02-02 04:10:00,5891.306,4887.4653,5873.6167,,5999.8716
2018-02-02 04:20:00,6258.9854,6008.4033,6029.5327,6262.264,6049.354
2018-02-02 04:30:00,6299.139,6298.6377,6299.1133,6299.9126,6299.073
2018-02-02 04:40:00,6297.015,6298.2227,6298.47,,6299.071
2018-02-02 04:50:00,,,1890.8146,1822.7628,1969.9039
2018-02-02 05:00:00,4197.4414,5375.6875,,3642.435,4025.3801
2018-02-02 05:10:00,,,,,
2018-02-02 05:20:00,6302.518,6301.2466,6299.2954,6299.8037,6298.8877
2018-02-02 05:30:00,,,,,
2018-02-02 05:40:00,,,6301.46,,6301.217
2018-02-02 05:50:00,3166.1084,2439.3972,1576.3497,1267.9951,937.7787
2018-02-02 06:00:00,,,5998.353,4326.305,4823.332
2018-02-02 06:10:00,-41.894974,-42.77738,-44.714752,-43.256786,-41.767384
2018-02-02 06:20:00,-53.77597,-54.44116,-54.995125,-50.14731,-49.996723
2018-02-02 06:30:00,1222.7299,1251.4496,1059.1199,915.17737,819.8584
2018-02-02 06:40:00,813.8889,1046.3552,1558.3768,2047.76,1951.2601
2018-02-02 06:50:00,6299.5566,6302.1016,6298.297,6300.5293,6299.6196
2018-02-02 07:00:00,5961.6074,5940.42,5864.944,5893.106,5742.6055
2018-02-02 07:10:00,293.19476,281.46265,,290.93768,308.2557
2018-02-02 07:20:00,2905.664,,2877.56,2428.8767,2530.281
2018-02-02 07:30:00,6300.256,6301.7334,6299.9927,6302.7295,
2018-02-02 07:40:00,6301.7183,6299.927,6299.198,6299.688,6300.0693
2018-02-02 07:50:00,3449.8826,2426.5583,3314.1416,2778.054,1886.8468
2018-02-02 08:00:00,,-40.53536,-51.433575,-43.81876,-48.35085
2018-02-02 08:10:00,-40.92249,-38.75335,-36.041157,-39.27409,-38.393932
2018-02-02 08:20:00,249.44102,664.5242,376.79364,492.63855,315.58585
2018-02-02 08:30:00,5081.7866,3047.2893,3289.7263,1289.0443,2732.2715
2018-02-02 08:40:00,,1951.2001,1996.6558,2014.4032,1849.21
2018-02-02 08:50:00,6066.0674,6133.647,6091.528,5994.887,6298.125
2018-02-02 09:00:00,,-31.481207,-35.245,,
2018-02-02 09:10:00,890.59436,949.23566,993.74274,981.8476,946.2835
2018-02-02 09:20:00,4831.631,3677.3352,3403.296,4312.7134,4367.441
2018-02-02 09:30:00,3758.2166,4058.0425,4134.2363,3788.6172,3979.9292
2018-02-02 09:40:00,6025.364,6214.4473,5999.364,6042.3086,
2018-02-02 09:50:00,1726.3889,1576.2136,1493.8993,1663.0847,1577.5171
2018-02-02 10:00:00,4734.724,5041.6895,5734.5645,5847.135,5203.25
2018-02-02 10:10:00,,,6300.214,,6299.6494
2018-02-02 10:20:00,-50.202286,-47.861523,-50.02757,-49.941303,-47.400166
2018-02-02 10:30:00,579.6427,443.75867,707.86707,853.7647,
2018-02-02 10:40:00,,-54.17132,-53.61908,-52.754513,-51.416092
2018-02-02 10:50:00,5684.0776,5589.777,5700.7354,5838.492,
2018-02-02 11:00:00,5937.4663,5606.016,5133.125,5018.4116,5266.7456
2018-02-02 11:10:00,1956.8596,3941.7,3192.3557,3825.2534,4545.8013
2018-02-02 11:20:00,352.23077,397.37576,363.09595,373.96277,371.9331
2018-02-02 11:30:00,6300.5156,6298.897,6299.525,6299.93,
2018-02-02 11:40:00,-57.15304,,-46.468224,-46.52821,
2018-02-02 11:50:00,1686.3115,1611.6631,1537.4194,2640.9805,1581.7109
2018-02-02 12:00:00,-37.766655,-33.887398,-38.068977,-39.266567,-31.417002
2018-02-02 12:10:00,,,768.0613,654.8943,576.03406
2018-02-02 12:20:00,3298.976,3457.5598,3187.9724,3536.0579,2955.8435
2018-02-02 12:30:00,2929.2097,3712.9377,4021.3623,4041.2021,4269.3223
2018-02-02 12:40:00,4841.4,4802.3296,1848.4487,2514.556,2174.0657
2018-02-02 12:50:00,6299.3467,6301.0605,6301.9404,5997.904,6300.371
2018-02-02 13:00:00,,6297.883,6298.996,,
2018-02-02 13:10:00,6296.7593,6300.6763,6300.298,6300.493,6298.0684
2018-02-02 13:20:00,574.6738,956.83014,647.23364,770.711,665.5893
2018-02-02 13:30:00,1236.3348,971.4936,1016.27765,1031.6132,1147.2328
2018-02-02 13:40:00,360.2149,810.3585,1051.4625,872.26,909.14825
2018-02-02 13:50:00,481.64386,635.7346,803.33484,942.06964,730.43445
2018-02-02 14:00:00,6302.876,6298.975,6301.4634,6300.4146,6299.371
2018-02-02 14:10:00,474.12183,507.86957,517.4155,1082.7666,
2018-02-02 14:20:00,6300.629,6301.0293,6303.0093,6304.2837,6303.2104
2018-02-02 14:30:00,,,,,
2018-02-02 14:40:00,4766.0176,4507.7847,4514.118,4673.29,5627.5776
2018-02-02 14:50:00,421.6059,427.00372,153.66986,289.8128,208.78918
2018-02-02 15:00:00,-54.009567,-48.79924,-52.303406,-50.290024,-41.63642
2018-02-02 15:10:00,1405.5818,2861.8079,1717.363,1339.9648,1155.5273
2018-02-02 15:20:00,2524.9578,1823.8674,2618.453,2296.1677,1733.2522
2018-02-02 15:30:00,2352.6177,2278.1118,2296.1345,2219.346,2183.0383
2018-02-02 15:40:00,5620.3535,5237.9746,5307.852,5176.072,5213.2637
2018-02-02 15:50:00,,,,,
2018-02-02 16:00:00,1580.2601,1640.9557,,,2260.2644
2018-02-02 16:10:00,,,6300.356,6299.714,6299.246
2018-02-02 16:20:00,3372.0906,3311.452,3399.2385,3518.443,3761.324
2018-02-02 16:30:00,681.4563,626.2926,454.86722,759.09326,679.5308
2018-02-02 16:40:00,6067.0073,6076.6753,6098.118,6224.549,6096.6323
2018-02-02 16:50:00,1928.4573,1897.0378,1934.0912,1831.3376,1750.4592
2018-02-02 17:00:00,,,6080.565,6001.2266,5965.5107
2018-02-02 17:10:00,351.00006,335.6559,471.0845,1683.6981,978.1359
2018-02-02 17:20:00,1071.7042,748.2392,842.93365,677.40546,726.67993
2018-02-02 17:30:00,5062.734,4608.7227,4441.125,4930.0938,4405.8574
2018-02-02 17:40:00,,,,,
2018-02-02 17:50:00,-50.47894,-50.66936,-37.66085,-52.59333,-50.05357
2018-02-02 18:00:00,1461.8184,1547.9482,1436.8994,1476.0237,1648.0906
2018-02-02 18:10:00,1503.6174,637.25006,1771.602,1651.9335,1539.2689
2018-02-02 18:20:00,47.539715,33.41625,-54.716835,-56.688572,
2018-02-02 18:30:00,,,6300.9644,,6300.1895
2018-02-02 18:40:00,269.80463,127.34577,273.90085,260.08145,300.34576
2018-02-02 18:50:00,1502.3215,1529.0992,1522.1855,1459.289,1305.2711
2018-02-02 19:00:00,3905.7854,3036.2996,2753.7866,3272.8586,2902.018
2018-02-02 19:10:00,6297.8403,6302.6587,6301.2036,6300.3096,
2018-02-02 19:20:00,5.893575,32.245094,18.437733,12.859834,45.21179
2018-02-02 19:30:00,,,,,
2018-02-02 19:40:00,-46.838676,-49.81539,-41.821777,-41.05953,-39.63257
2018-02-02 19:50:00,-60.507015,-57.198532,-35.447563,53.754417,64.10849
2018-02-02 20:00:00,,,6300.227,6300.02,6299.739
2018-02-02 20:10:00,,,1.7879983,-43.218315,-38.477848
2018-02-02 20:20:00,6152.0312,5995.552,6301.373,6300.6313,
2018-02-02 20:30:00,6297.284,6300.5933,6302.838,6299.0796,6304.2905
2018-02-02 20:40:00,6299.7827,6299.362,6299.679,6299.778,6300.292
2018-02-02 20:50:00,,-60.45275,-61.068485,,-54.481216
2018-02-02 21:00:00,4702.581,5380.2773,5520.934,5285.5107,5563.479
2018-02-02 21:10:00,3009.4983,3049.0327,2932.473,3708.4312,3628.9558
2018-02-02 21:20:00,,,,,
2018-02-02 21:30:00,5673.749,5880.155,6001.758,,5988.057
2018-02-02 21:40:00,4798.447,4947.1924,5646.876,5956.2285,5998.1743
2018-02-02 21:50:00,,-41.012486,-40.985245,-41.127632,-40.180447
2018-02-02 22:00:00,1187.4872,1246.7737,1220.2634,1204.8022,1210.9149
2018-02-02 22:10:00,6298.694,6299.5244,6299.9854,6299.9424,6300.8013
2018-02-02 22:20:00,205.85138,38.54817,,,101.999275
2018-02-02 22:30:00,1257.3574,1380.9336,763.1007,469.29947,584.9178
2018-02-02 22:40:00,137.89258,83.60069,160.66386,159.88994,290.75986
2018-02-02 22:50:00,5862.699,4648.6943,4540.9717,1906.3423,
2018-02-02 23:00:00,,,6299.636,,6300.016
2018-02-02 23:10:00,1036.1985,942.8037,938.28705,893.3765,967.14886
2018-02-02 23:20:00,5999.3037,5994.3174,,,5996.753
2018-02-02 23:30:00,2542.1592,2319.9265,2322.794,2603.4812,2659.2358
2018-02-02 23:40:00,239.13019,201.29378,82.4173,156.79225,144.67625
2018-02-02 23:50:00,61.331104,41.744034,232.07422,324.3928,504.3394
2018-02-03 00:00:00,3539.522,4323.415,,,3430.6694
2018-02-03 00:10:00,,,6056.186,,6009.7607
2018-02-03 00:20:00,5201.878,5345.103,3204.803,4574.263,2885.4392
2018-02-03 00:30:00,6298.6104,,6242.904,5849.416,6065.807
2018-02-03 00:40:00,3650.6726,3593.9988,3570.405,3468.7732,3386.4429
2018-02-03 00:50:00,6297.03,6301.1777,6299.0107,6298.5146,6297.8276
2018-02-03 01:00:00,3736.0586,3343.625,3158.2244,2861.2432,2756.8423
2018-02-03 01:10:00,5964.6553,6244.7925,5946.61,6249.555,6299.8604
2018-02-03 01:20:00,5193.2417,4823.0957,,,5181.337
2018-02-03 01:30:00,,,,,
2018-02-03 01:40:00,715.61957,741.5572,576.36304,286.7185,574.75085
2018-02-03 01:50:00,-54.970608,-53.52058,-54.82551,-54.39151,-53.266865
2018-02-03 02:00:00,816.94366,909.3468,,,1075.5398
2018-02-03 02:10:00,190.54192,,157.51994,232.24776,310.90088
2018-02-03 02:20:00,6300.1377,6298.3745,6301.2075,6298.994,6301.2095
2018-02-03 02:30:00,-34.63905,-32.248177,-33.061924,-31.517433,-32.215977
2018-02-03 02:40:00,1261.0447,882.1703,439.69278,430.04507,576.87305
2018-02-03 02:50:00,6147.9126,5037.8384,6088.3784,6028.6973,5730.0923
2018-02-03 03:00:00,5080.032,5132.43,4892.7417,4523.4536,4653.6616
2018-02-03 03:10:00,2275.398,2404.1284,1943.1608,2601.109,1597.7792
2018-02-03 03:20:00,6299.221,6299.039,6299.965,6300.1777,6299.3633
2018-02-03 03:30:00,,273.10403,-47.00768,328.68298,319.74084
2018-02-03 03:40:00,6300.941,6294.7124,6300.0923,6301.304,6300.567
2018-02-03 03:50:00,204.70448,152.50145,104.46748,77.56797,72.524155
2018-02-03 04:00:00,5832.849,5606.179,5755.1343,5942.5693,5865.501
2018-02-03 04:10:00,532.0803,547.2553,556.8131,529.2553,516.11176
2018-02-03 04:20:00,321.91202,345.42224,250.68356,103.66749,372.0363
2018-02-03 04:30:00,970.2902,932.71606,819.60547,856.96606,880.27344
2018-02-03 04:40:00,,,3884.2502,3944.451,4155.765
2018-02-03 04:50:00,414.4393,455.74106,447.09378,455.66016,431.4807
2018-02-03 05:00:00,464.12247,477.8495,,524.9546,498.3538
2018-02-03 05:10:00,6299.0967,6300.704,6300.395,6302.0757,6299.643
2018-02-03 05:20:00,563.61285,486.28836,347.89432,189.92499,84.53004
2018-02-03 05:30:00,6299.6694,6298.7036,6299.3223,,6297.471
2018-02-03 05:40:00,1223.0615,1234.0963,1175.6274,838.59644,1361.0571
2018-02-03 05:50:00,967.5737,1108.546,998.25525,1214.6445,1110.9836
2018-02-03 06:00:00,844.3963,162.19423,586.431,603.68225,394.00516
2018-02-03 06:10:00,5548.471,3513.2427,4520.8994,4578.849,4561.3477
2018-02-03 06:20:00,6196.5425,6153.3394,6047.6934,6100.4395,6231.6094
2018-02-03 06:30:00,275.8943,183.80249,153.82896,124.19872,91.86404
2018-02-03 06:40:00,6303.1436,6300.2114,6294.881,6297.455,
2018-02-03 06:50:00,5072.451,4798.4795,4388.739,4602.99,4334.8823
2018-02-03 07:00:00,4242.0215,5005.0166,5004.784,5077.58,5032.5024
2018-02-03 07:10:00,6295.938,6298.97,6303.6074,,6296.3223
2018-02-03 07:20:00,,,-51.32276,-50.421665,-50.902237
2018-02-03 07:30:00,1603.1318,2342.4976,2384.6702,2440.8433,2081.3618
2018-02-03 07:40:00,4488.9043,5523.055,4626.502,5999.5234,
2018-02-03 07:50:00,,,,,
2018-02-03 08:00:00,-51.92642,-51.373547,-54.741375,-51.479843,-50.133743
2018-02-03 08:10:00,1890.0066,1747.5599,2067.8608,1528.1143,2251.5522
2018-02-03 08:20:00,2557.4739,2441.9312,2236.809,2155.9207,2018.7434
2018-02-03 08:30:00,,,,,
2018-02-03 08:40:00,6300.19,6301.9414,6301.1353,6299.0986,6299.163
2018-02-03 08:50:00,6300.347,6300.123,5999.67,4807.184,5651.918
2018-02-03 09:00:00,6302.2773,6297.4595,6296.354,6245.451,6299.7285
2018-02-03 09:10:00,2988.7668,3044.2236,3246.8281,3186.6104,3302.7805
2018-02-03 09:20:00,1174.1312,1151.3162,1160.202,1109.572,1031.4385
2018-02-03 09:30:00,,,2437.1003,2242.5986,2191.674
2018-02-03 09:40:00,6300.649,6299.5405,6300.133,6299.961,6300.4033
2018-02-03 09:50:00,30.50212,-42.79587,-33.515217,-26.98279,-43.376743
2018-02-03 10:00:00,2732.8557,1936.2242,2710.4998,3584.521,3054.5977
2018-02-03 10:10:00,1248.14,1233.1774,1298.5458,1370.6962,1415.8859
2018-02-03 10:20:00,152.24004,138.42404,242.12479,239.27676,301.67807
2018-02-03 10:30:00,299.59164,422.28683,352.29382,353.62048,270.76004
2018-02-03 10:40:00,1307.1174,1346.2367,1394.0146,1228.3944,1272.894
2018-02-03 10:50:00,1350.9807,945.4484,575.6675,687.059,428.25204
2018-02-03 11:00:00,2846.038,2470.4363,2679.5938,2931.1216,2663.3252
2018-02-03 11:10:00,,,1517.697,1406.1401,1562.7115
2018-02-03 11:20:00,4984.3706,5411.359,4850.6655,4261.659,3554.8984
2018-02-03 11:30:00,943.75476,917.2475,1311.7147,1846.0859,1777.1469
2018-02-03 11:40:00,2412.89,4921.956,3974.0422,5862.8706,
2018-02-03 11:50:00,1075.895,688.8385,1201.8792,931.58325,743.21204
2018-02-03 12:00:00,845.4054,941.26416,444.05164,783.92664,805.66003
2018-02-03 12:10:00,2008.6644,1877.4077,2416.19,1902.3488,1703.1836
2018-02-03 12:20:00,1496.4806,1579.3629,,,1482.4576
2018-02-03 12:30:00,388.86884,881.2167,382.61295,726.9085,563.10986
2018-02-03 12:40:00,5986.8022,5963.857,5970.843,5965.0728,6018.4443
2018-02-03 12:50:00,,,6299.89,,6208.0713
2018-02-03 13:00:00,6300.078,6301.917,6297.922,,6299.1816
2018-02-03 13:10:00,6299.4688,6301.76,6301.8794,6300.3335,6301.9546
2018-02-03 13:20:00,896.12634,936.2847,976.2602,1009.5605,1025.4325
2018-02-03 13:30:00,3430.7158,3380.0603,3447.1018,3380.0823,3392.7915
2018-02-03 13:40:00,746.9389,743.4586,827.53937,899.3546,1072.1008
2018-02-03 13:50:00,2807.2075,2706.7366,2690.128,2691.908,2754.014
2018-02-03 14:00:00,2696.5776,2627.248,2288.767,2011.4631,2220.8345
